"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       
          89, 0.018392201922222,  -4.3531306823752, -0.91412122302012,  -1.3588496778922,   1.2022188811822,  -3.4777925117361, 0.066420539646987,   1.2123292555643
          90, 0.018373812164835,  -4.3639809626033, -0.94060869752083,  -1.3738878771677,   1.1855870779684,  -3.4743723830063, 0.066525776306707,   1.2119049342178
          91, 0.018355973793478,  -4.3760497920248, -0.96854121105286,  -1.3909646395833,   1.1674585588381,  -3.4721612833937, 0.066628370166551,   1.2114995335998
          92, 0.018338657956989,  -4.3889801878441, -0.99771354529124,  -1.4100158683236,   1.1480691903679,  -3.4714258895039, 0.066727891324868,   1.2111155642794
          93, 0.018321478010638,  -4.4023955516589,  -1.0278740205356,   -1.430943148632,   1.1277014103827,   -3.472322377717, 0.066824082608481,   1.2107557108245
          94, 0.018304140073684,  -4.4159777211875,  -1.0587296848946,  -1.4536002381452,   1.1066406788126,  -3.4750261086388, 0.066916824626005,   1.2104227714518
          95, 0.018287295479167,  -4.4294855005488,  -1.0899397381731,  -1.4777977272823,    1.085164753767,  -3.4797020686945, 0.067006067957079,   1.2101194683012
          96,       0.018271083,  -4.4427862408704,  -1.1211258743278,  -1.5032853845013,   1.0635288941556,  -3.4865106539226,  0.06709184891799,    1.209848399714
          97, 0.018255148102041,  -4.4558732810589,  -1.1515901340927,  -1.5297545485433,   1.0419426461731,  -3.4955133478095, 0.067174191652092,   1.2096121681193
          98, 0.018240374292929,  -4.4679684828192,  -1.1817794452977,  -1.5567375750499,   1.0212658090426,  -3.5067631052693,  0.06725331640372,   1.2094120031467
          99,     0.01822538975,  -4.4819978880402,   -1.210465354707,  -1.5840914081272,  0.99931718592704,  -3.5206241999476, 0.067329254981211,   1.2092505982198
         100, 0.018209987435644,  -4.4956664225237,  -1.2375765998089,  -1.6110943759466,  0.97814675948705,  -3.5372572134995, 0.067402200924987,   1.2091282944407
         101, 0.018195326323529,  -4.5103916461883,  -1.2628411934507,  -1.6373292423597,  0.95689209409336,   -3.556805692675, 0.067472153564863,   1.2090453132946
         102, 0.018181302776699,  -4.5266348973466,  -1.2860684016934,  -1.6622612862208,  0.93513230577537,  -3.5793823475416, 0.067539120133893,   1.2090018559175
         103, 0.018166625240385,  -4.5445661316329,  -1.3072094099209,  -1.6855053760487,  0.91290215266006,  -3.6050679751381, 0.067603173191601,   1.2089976911943
         104, 0.018152878257143,  -4.5646935155633,  -1.3263070257715,  -1.7067177195338,  0.88981128659262,  -3.6339125797405, 0.067664370406288,   1.2090320508343
         105,  0.01813960040566,  -4.5873302044163,  -1.3435013214228,  -1.7257471385647,  0.86563164587078,  -3.6659115360709, 0.067722734783956,   1.2091037865463
         106, 0.018126014990654,  -4.6127076001853,   -1.358985623197,  -1.7425940853807,  0.84020799777749,  -3.7009973317905, 0.067778258262135,   1.2092113294762
         107, 0.018112430962963,  -4.6409620997705,  -1.3729847082922,  -1.7574209385844,  0.81348975886322,  -3.7390045052821, 0.067830933366364,    1.209352796534
         108, 0.018103029275229,  -4.6721005986421,  -1.3857333902779,  -1.7705341185005,  0.78557013954189,  -3.7796231998587, 0.067879419877014,   1.2095244953879
         109, 0.018094028518182,   -4.707272353239,  -1.3974649965841,  -1.7826134150764,  0.75503319575902,  -3.8223540764034, 0.067925306825385,   1.2097218488874
         110, 0.018084807783784,  -4.7440916348519,  -1.4083294887664,  -1.7935808947342,  0.72516535174086,  -3.8664363495136, 0.067970275895158,   1.2099531893136
         111, 0.018075975973214,  -4.7827717619089,  -1.4185095408565,  -1.8040144417633,  0.69539962318443,  -3.9108019926077, 0.068013303445847,   1.2102160471926
         112, 0.018067801283186,  -4.8228748021484,  -1.4281545888257,  -1.8142002469456,  0.66611292923526,  -3.9539973650542, 0.068053126197847,   1.2105030826798
         113, 0.018058900052632,  -4.8637172554146,  -1.4373323981512,  -1.8243567270189,  0.63778895626761,  -3.9936901317673, 0.068089312680848,   1.2108080954209
         114, 0.018050757982609,  -4.9041322383227,  -1.4462501150742,  -1.8346953605333,  0.61123581086958,  -4.0289770338214, 0.068122219033323,   1.2111279786643
         115,       0.018042394,  -4.9430304322912,  -1.4549392209168,  -1.8453127442316,  0.58680802005103,  -4.0583678453474, 0.068152180457432,   1.2114609783683
