"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       
         344, 0.016624407028986,  -8.7408832753851,   -9.534702584018,  -9.7294025300553,  -8.5883644611103,  -12.165698004108, 0.069108877476659,   1.2337114695794
         345, 0.016620524881503,   -8.739422018084,  -9.5337320940776,  -9.7269659140022,  -8.5835097719537,  -12.163248591643, 0.069112724324283,   1.2337163208007
         346, 0.016616607023055,    -8.73788982093,  -9.5325377347266,   -9.724328236646,  -8.5785607878477,  -12.161000788802, 0.069116574670047,   1.2337211607106
         347, 0.016612767827586,  -8.7362849863984,  -9.5311260708767,   -9.721484546621,  -8.5735186286405,  -12.158935532103, 0.069120428818757,   1.2337259903773
         348, 0.016608965464183,   -8.734605729542,  -9.5295037877864,  -9.7184298041886,  -8.5683843421842,  -12.157033593995, 0.069124287140053,    1.233730811099
         349, 0.016605228897143,   -8.732850175696,  -9.5276776335555,  -9.7151591394784,  -8.5631588876998,  -12.155276370313, 0.069128150045103,   1.2337356243472
         350, 0.016601657353276,  -8.7310163559185,  -9.5256543606471,  -9.7116680603705,  -8.5578431149916,  -12.153646580712,  0.06913201795791,   1.2337404316703
         351, 0.016596712224432,  -8.7291021994739,  -9.5234406641018,  -9.7079525618249,  -8.5524377386835,  -12.152677633129, 0.069135748517381,    1.233745678378
         352, 0.016593003215297,  -8.7249006635559,  -9.5275123510953,  -9.6636205952036,  -8.5444478107203,  -12.150680324727, 0.069139627995563,   1.2337501437006
         353, 0.016588052259887,   -8.724305166907,  -9.5190198937429,   -9.690748638154,  -8.5393819870763,  -12.150040931185, 0.069143410334215,   1.2337553606657
         354, 0.016582945729577,   -8.721316835777,  -9.5206706400565,  -9.6790937705673,  -8.5341869433717,  -12.148865278257, 0.069147382616467,   1.2337602844776
         355, 0.016577897264045,  -8.7179737384323,  -9.5175900478048,  -9.6425392559155,  -8.5261579646599,  -12.147834811292, 0.069151327990489,   1.2337651842174
         356, 0.016572857221289,   -8.715652447182,  -9.5129263383499,  -9.6444503414194,  -8.5198704730558,  -12.146960531215, 0.069155319031313,   1.2337700383953
         357, 0.016567845586592,  -8.7135891476909,  -9.5085247703038,  -9.6514900026421,  -8.5144710087323,  -12.146169107639, 0.069159359032205,   1.2337748708283
         358, 0.016562855325905,  -8.7112277023655,  -9.5036861985174,  -9.6468570668851,  -8.5087760396102,  -12.145464704271, 0.069163379131182,   1.2337797333546
         359, 0.016557958752778,  -8.7085918480452,  -9.4983430296411,  -9.6384054732637,  -8.5026303612663,  -12.144886931506, 0.069167375890793,    1.233784633911
         360, 0.016553232257618,  -8.7058492156345,  -9.4929203181403,  -9.6333771287343,  -8.4963584263595,  -12.144449317498, 0.069171376656903,   1.2337895443885
         361, 0.016548337991713,  -8.7030185137236,  -9.4878595053221,  -9.6295837807092,  -8.4900474822589,  -12.144153106612, 0.069175380067275,   1.2337944493718
         362, 0.016543410016529,  -8.7000655869601,  -9.4828873775831,  -9.6236929382261,  -8.4836504788723,  -12.144015258036, 0.069179376682889,   1.2337993560988
         363,     0.01653868175,  -8.6969708199783,  -9.4777020959736,  -9.6167332002508,  -8.4771229470143,    -12.1440666747, 0.069183373400596,   1.2338042749191
         364, 0.016533928230137,  -8.6937375574346,  -9.4724374516337,   -9.610034344368,  -8.4704644658974,   -12.14432677596, 0.069187378091732,    1.233809208559
         365, 0.016529256226776,   -8.690372192583,  -9.4672399833943,  -9.6034306135947,  -8.4636867297195,  -12.144796426588, 0.069191388404265,   1.2338141574506
         366, 0.016524603286104,  -8.6868742930502,  -9.4620888508164,  -9.5963393800769,  -8.4567914585665,  -12.145470727681, 0.069195404060539,    1.233819125914
         367, 0.016519870929348,  -8.6832341893348,  -9.4568629683928,  -9.5888107036193,  -8.4497662057933,  -12.146348536112, 0.069199434535506,   1.2338241210278
         368, 0.016515216598916,  -8.6794433503869,  -9.4515146784831,  -9.5811416484598,  -8.4426061259168,  -12.147431490649, 0.069203489466854,   1.2338291480547
         369, 0.016510482275676,  -8.6754889425782,  -9.4460898650437,  -9.5732743866885,  -8.4352984615656,  -12.148720167072, 0.069207570065481,   1.2338342080341
         370, 0.016505874444744,  -8.6713623066281,  -9.4405482886708,   -9.565054350607,  -8.4278347902743,  -12.150213076876, 0.069211672211087,   1.2338392978431
         371, 0.016501296650538,  -8.6670564679056,  -9.4348348598534,  -9.5565404611934,  -8.4202053476057,  -12.151907148664, 0.069215792290631,   1.2338444119363
         372, 0.016496850989276,  -8.6625624902338,  -9.4289071828925,  -9.5478336473054,  -8.4123991950426,  -12.153798795435, 0.069219926984446,   1.2338495445652
         373, 0.016492332235294,  -8.6578663138957,  -9.4227453408245,  -9.5388395629573,   -8.404402304446,  -12.155884926113, 0.069224070592091,   1.2338546911893
         374, 0.016487884597333,  -8.6529501157858,  -9.4163586578279,  -9.5294000764523,  -8.3961960027635,  -12.158161775031, 0.069228215440927,    1.233859848148
         375, 0.016483498518617,   -8.647799525513,  -9.4097425520882,  -9.5195044951437,  -8.3877645325189,   -12.16062160617, 0.069232354749758,   1.2338650120266
         376, 0.016478975885942,  -8.6424025787624,  -9.4028703265084,  -9.5092464544658,  -8.3790935905159,  -12.163250402301, 0.069236484708468,   1.2338701805299
         377, 0.016474528338624,  -8.6367454304656,  -9.3956887739072,  -9.4986477780553,   -8.370167158167,  -12.166028514359, 0.069240604826274,   1.2338753541768
         378, 0.016471329340369,  -8.6308098895038,  -6.8304011695401,  -7.6525201502184,  -8.2526084224849,  -11.925660509165,  0.06924357062942,   1.2338654781703
         379, 0.016468084705263,  -7.7119869319811,  -7.4890713589959,  -7.5471207578503,   -7.317047474461,  -11.985131637455, 0.069247910603826,   1.2338793852443
         380, 0.016464943146982,  -7.8011960164128,  -7.8857078056026,  -8.2448301612896,  -7.4019686039897,  -12.085545102163, 0.069252360039559,   1.2338886599341
         381, 0.016461835882199,  -8.2215791513502,  -8.1459467908599,  -8.0557302977103,  -7.8424438191398,  -12.109586722654, 0.069256799032145,    1.233895048022
         382, 0.016458756712794,  -8.3633939563244,  -8.2776798291744,  -8.3980441944745,  -7.9937186531324,    -12.1172263967, 0.069261055981253,   1.2338999973729
         383, 0.016455627158854,  -8.5264243068938,  -8.3834297876182,  -8.8106496199556,  -8.1969682611746,  -12.128223924004, 0.069265099249318,   1.2339050730423
         384, 0.016452666153247,  -8.5456208113182,  -8.4946594509202,   -8.915691624925,  -8.2389382629999,  -12.137726273726, 0.069269066070937,   1.2339113339176
         385, 0.016449545753886,  -8.5572181784888,   -8.597169230938,  -8.8777066554737,  -8.2550061979008,  -12.146035649187, 0.069273054098047,   1.2339179324013
         386, 0.016446531801034,  -8.5619095815736,  -8.6799730628917,  -8.9687191287677,  -8.2601968481988,  -12.153766690683, 0.069277062474542,   1.2339240906746
         387, 0.016443581724227,  -8.5579890712993,  -8.7509699934934,  -9.0766341553066,  -8.2561241895018,  -12.160213044799, 0.069281043955771,   1.2339298286221
         388, 0.016440597377892,  -8.5509080589203,  -8.8153041445783,  -9.1240078279376,  -8.2476237417918,  -12.165331631553, 0.069284962088884,   1.2339353088082
         389, 0.016437655392308,  -8.5421437116441,  -8.8701983968739,  -9.1501315895139,  -8.2364559471248,  -12.169716202211, 0.069288819293577,   1.2339405724577
         390, 0.016434729721228,  -8.5321526819232,  -8.9146214874956,   -9.174843408948,   -8.223736661241,  -12.173801207872, 0.069292644813244,   1.2339457041128
         391, 0.016431773045918,  -8.5211029188982,  -8.9509250087963,  -9.1914832329423,   -8.209771190791,  -12.177750061899, 0.069296460223648,   1.2339508096725
         392, 0.016428828374046,  -8.5091802891458,  -7.3234942471116,  -8.1321100606084,  -8.1878540876049,  -12.090088833495, 0.069299897436222,   1.2339515886923
         393, 0.016425949548223,  -7.9959446822575,  -7.7946225022383,  -7.9594015709511,  -7.6116810624305,   -12.13666546227, 0.069303794855176,   1.2339597086473
         394, 0.016421811546835,  -8.1192418344445,  -8.5328489286991,  -8.7104634173561,  -7.7278502189499,  -12.170188140835,  0.06930728761454,   1.2339672792983
         395, 0.016418722421717,  -8.4146255712069,   -8.205344246372,  -8.5343782551127,  -8.0730385261699,  -12.188015407924, 0.069310837531561,   1.2339705439603
         396, 0.016415863549118,  -8.4176561715667,  -8.4199621453715,  -8.6798042570423,  -8.0830154908514,  -12.188961541177, 0.069315012396417,   1.2339756259307
         397, 0.016413041788945,  -8.4257312957652,  -8.5453179539654,  -8.8781287738224,  -8.0931841633352,  -12.190201958152, 0.069318711996186,   1.2339806433138
         398,  0.01641017473183,  -8.4150103781778,  -8.4868576805586,  -8.8841263976539,  -8.0812883780792,   -12.20120946636, 0.069322091081662,   1.2339856407461
         399,   0.0164074867625,  -8.3876420994401,  -8.8200427546637,   -9.015491770516,  -8.0475467355752,  -12.206142914413, 0.069325388802894,   1.2339911252598
         400, 0.016404754182045,  -8.3810931048472,  -8.8276311873802,  -9.0779053099703,  -8.0423949766898,  -12.209077671548,  0.06932867598183,   1.2339962208572
         401, 0.016401892517413,  -8.3629291776067,   -8.872500928499,  -9.0069012220307,   -8.021809251833,  -12.211111822572, 0.069331873118198,    1.234001200598
         402, 0.016399214531017,  -8.3437620440143,  -8.9006312203224,   -9.004538746591,  -8.0004529854365,  -12.212961797374, 0.069334883936525,   1.2340060454085
         403, 0.016397865789604,  -8.3220520735173,  -8.9116375680709,   -9.005945265732,  -7.9762393994355,  -12.214743659789, 0.069337691769332,   1.2340107342661
         404, 0.016395294516049,  -8.2991281038188,  -8.9121595849387,  -8.9827050052878,  -7.9508490305316,  -12.216344407938, 0.069340302596353,   1.2340153119404
         405, 0.016391447982759,  -8.2751047820073,  -8.9052448054753,  -8.9548155808027,  -7.9244536532636,  -12.218121670371, 0.069342291251215,   1.2340224435043
         406, 0.016387609840295,  -8.2471814592774,  -8.8798873165667,  -8.9258276089517,  -7.8942739607533,  -12.219968808546, 0.069343959685692,   1.2340269776612
         407, 0.016383879997549,  -8.2197687287598,   -8.856709582463,  -8.8844528786939,  -7.8644013469078,  -12.221477087981, 0.069345725602686,   1.2340309424562
         408, 0.016381006158924,  -8.1927332050656,  -7.5126605135992,  -7.9096049028938,  -7.8276455959271,  -11.852690504397, 0.069348465625898,    1.234030404496
         409, 0.016378245987805,  -7.8932367158374,  -7.7104670468006,  -7.8082769828725,  -7.5129230687789,  -11.929366707562, 0.069350307693608,   1.2340344455504
         410, 0.016375482922141,  -7.9171939851048,  -8.0799614785756,  -8.3607650148936,  -7.5279015782479,  -11.886946582553, 0.069350947407063,    1.234037861928
         411, 0.016372611118932,  -8.0797948849372,  -8.2799791648307,  -8.1923472074767,  -7.7110374696955,  -11.858823249099, 0.069351388712703,   1.2340411998976
         412, 0.016369986365617,  -8.0769191482819,  -8.4045114533452,  -8.4520568792873,  -7.7089039381054,  -11.858337409177, 0.069351982597478,   1.2340450416313
         413, 0.016367127934783,  -8.0626848703472,  -8.4642648128404,  -8.5883687312862,  -7.6969326662184,  -11.875340507708, 0.069352727339876,   1.2340494112498
         414, 0.016364347754217,  -8.0356594553564,  -8.5447671776577,  -8.5929924041561,  -7.6697451600849,  -11.895965486835, 0.069353539621797,   1.2340542332426
         415, 0.016361680004808,  -8.0057070481328,  -8.5644250540797,  -8.6055820936163,  -7.6392182706366,  -11.917104911833, 0.069354351977715,   1.2340592516924
         416, 0.016358884136691,  -7.9745630440753,  -8.5689959162939,  -8.5840679924869,  -7.6077964957752,  -11.941738851595, 0.069355102076668,    1.234064397636
         417, 0.016355279992823,  -7.9419940405163,  -8.5649287567253,  -8.5544767526056,  -7.5750316473794,  -11.975098036329, 0.069354516622304,   1.2340748716828
         418, 0.016351709140811,  -7.9060486546508,   -8.526694655118,  -8.5181309064676,  -7.5395139889802,  -12.018172647915, 0.069353976903295,   1.2340804043322
         419,  0.01634811237619,  -7.8700578203333,  -8.4917555467768,  -8.4714104918752,  -7.5035841909425,  -12.067684759096, 0.069354111311981,   1.2340849375176
         420, 0.016344371726841,  -7.8343445468338,  -8.4657131388015,  -8.4359530331157,  -7.4683782729945,  -12.117198207599, 0.069354743564623,   1.2340897072316
         421, 0.016340722168246,  -7.7979501511954,  -8.4361633821312,  -8.4027292657964,  -7.4329537778074,  -12.159319017533, 0.069355198410791,   1.2340948313372
         422,   0.0163374131513,  -7.7601196009597,  -8.4004460142035,  -8.3651651426107,  -7.3964603259578,  -12.189623050442, 0.069355025321119,   1.2341001362972
         423, 0.016335811556604,  -7.7212242126832,  -8.3625303595058,   -8.325525560979,   -7.359358735834,  -12.207536430969, 0.069354306639536,   1.2341054722736
         424, 0.016332226465882,   -7.681637705171,  -8.3260262158972,  -8.2859976485613,  -7.3220658634435,  -12.215034417139, 0.069353168826526,   1.2341108956782
         425, 0.016328589816901,  -7.6417158560238,  -8.2900173846248,   -8.246148436578,  -7.2850970516932,  -12.215061058013, 0.069351452984337,    1.234116589195
         426, 0.016325061217799,  -7.6017248649981,  -8.2530716506618,   -8.205915580503,  -7.2488643596061,  -12.210546753233, 0.069348954054701,   1.2341227055928
         427, 0.016321431556075,   -7.562013606224,  -8.2159751946587,  -8.1662775211643,  -7.2138101395967,  -12.203841753377, 0.069345662322126,   1.2341293747043
         428, 0.016317889958042,  -7.5231362801183,  -8.1804533415509,  -8.1280569935656,   -7.180624259503,  -12.196431822176, 0.069341569741517,   1.2341367674164
         429, 0.016314434576744,  -7.4858286390937,  -8.1471978202032,  -8.0917090991529,  -7.1501900591062,  -12.188959179725,  0.06933643867428,   1.2341450572351
         430, 0.016310974700696,  -7.4491724176442,  -8.1171365211506,  -8.0570865097278,  -7.1235617180298,  -12.181494569641, 0.069329715423891,    1.234154178388
         431, 0.016307272569444,  -7.4207214712567,  -8.0894473263353,  -8.0267626028172,  -7.1083911758288,  -12.173862699761, 0.069321627280092,   1.2341642586645
         432, 0.016303638849885,  -7.3985643026236,  -8.0718272487065,  -8.0089728120661,   -7.099810917191,  -12.166294087624, 0.069314434359782,   1.2341774070934
         433, 0.016301213253456,  -7.3833816107635,  -8.0601752577334,  -8.0007346771563,  -7.0949782059964,  -12.157971854514, 0.069319340163027,   1.2341689641598
         434, 0.016298784367816,  -7.3781198732916,  -8.0909229899945,  -7.9968441237388,  -7.0917875476522,  -12.149314749418, 0.069318704916432,   1.2341958022417
         435, 0.016296437399083,  -7.3832972780223,  -8.0798202735697,  -8.0114635112179,  -7.0839590752492,  -12.140269871154, 0.069311434691589,   1.2342215666022
         436, 0.016294067787185,  -7.3957020941415,  -8.0477777816023,  -8.0233602398485,  -7.0605360612525,  -12.131070412318, 0.069302129188557,   1.2342412679237
         437, 0.016291696194064,  -7.4099896631548,  -8.0089327434718,   -8.024024341068,  -7.0211263068241,  -12.121716639292, 0.069291647560303,   1.2342565010634
         438, 0.016289224740319,  -7.4150700126622,  -7.9638338793098,  -8.0065847740696,  -6.9738344343345,  -12.112101206641, 0.069278267540876,   1.2342706834955
         439, 0.016286882213636,  -7.4006513690015,  -7.9181092774022,  -7.9720372853989,  -6.9295844361952,   -12.10211871045, 0.069261734957714,   1.2342842194075
         440, 0.016284465909297,  -7.3696994152451,  -7.8790385492619,  -7.9289233627095,  -6.8970880133307,  -12.091671336223, 0.069244886719088,   1.2342982947913
         441, 0.016282097952489,  -7.3359985997234,  -7.8497719058593,  -7.8872783947518,  -6.8809337474211,  -12.080618208971,  0.06923225878475,   1.2343152623834
         442, 0.016280002887133,  -7.3120001255922,  -7.4192887084391,  -7.8231818920575,  -6.8822960830756,  -12.046627871437,   0.0692284383168,    1.234335408613
         443, 0.016277505358108,   -7.303041599575,  -7.7341226391656,   -7.810912373747,  -6.8996419618446,  -12.044408512987, 0.069237901636464,   1.2343665905111
         444, 0.016275900253933,  -7.3134444411825,  -7.7990485020282,  -7.8261480779073,  -6.9337370604948,  -12.029842132179, 0.069255973880441,   1.2343409336108
         445,  0.01627434282287,  -7.3422857287249,  -7.8294558895784,  -7.8416179912794,  -6.9816929069695,  -12.017054629137, 0.069285886940738,    1.234370802084
         446, 0.016272979883669,  -7.3827947226308,  -7.8403479845165,  -7.8693181145125,  -7.0337144800692,  -12.001754767919, 0.069322105675701,   1.2344174526685
         447, 0.016271538441964,  -7.4346487427556,  -7.8504581777506,   -7.897864526041,  -7.0898842153566,  -11.986116187776, 0.069362165330887,   1.2344758701451
         448, 0.016270898478842,  -7.4964799357882,  -7.8623112626612,   -7.928646664018,  -7.1484641725935,  -11.970307954772, 0.069375010329497,   1.2345284085557
         449,      0.0162701218,  -7.5652222178093,  -7.8856287077323,  -7.9664642496607,  -7.2063425871891,  -11.954739958411, 0.069418811492305,     1.23461723817
         450, 0.016269601399113,  -7.6345263031244,  -7.9107823697707,  -8.0060311933421,  -7.2584863005091,  -11.937495257328, 0.069461307954545,   1.2347082979819
         451, 0.016269339314159,  -7.6961690759889,  -7.9357218012476,  -8.0455154131915,  -7.3021093497389,  -11.918387231433, 0.069497946481522,   1.2347925210129
         452, 0.016268805200883,  -7.7444417538757,  -7.9623031591396,  -8.0846749146567,    -7.33783988011,   -11.89763703778, 0.069533652009113,   1.2348715751859
         453, 0.016268226973568,  -7.7773159110869,  -7.9894509989825,  -8.1247901846305,  -7.3688550236971,  -11.875528437664,  0.06957284500948,   1.2349465081007
         454, 0.016267625312088,  -7.7955070421042,  -8.0169958942317,  -8.1674859808456,  -7.3966367952907,  -11.852249583732, 0.069618063734685,   1.2350157047046
         455, 0.016267103526316,  -7.8033628196924,  -8.0451190512026,  -8.2125697802789,  -7.4224966425776,  -11.828067338461, 0.069670468949068,   1.2350765468786
         456, 0.016266469621444,  -7.8063934697078,  -8.0737909191304,  -8.2592207115155,  -7.4476662099136,  -11.803399496248, 0.069730222370939,   1.2351270724216
         457, 0.016265221106987,  -7.8088677856233,  -8.1029747541783,  -8.3063722158275,  -7.4730434308411,  -11.779225766548, 0.069794830981196,   1.2351716922915
         458, 0.016263832082789,  -7.8125461390068,  -8.1335172686966,  -8.3410318958592,  -7.4977967314328,  -11.755529361987, 0.069866322529127,   1.2352066113543
         459, 0.016262379458696,  -7.8198119503895,  -8.1623198471248,   -8.384345483894,  -7.5247864852901,  -11.733537419041, 0.069940515554202,   1.2352344407943
         460, 0.016261001876356,  -7.8308874327816,  -8.1911778136855,   -8.426034703984,  -7.5538503367523,  -11.712131110172, 0.070014930186421,   1.2352553405223
         461,  0.01625955858658,  -7.8450532825784,  -8.2202447417279,  -8.4611471726552,  -7.5841866086764,  -11.691781069394, 0.070088224671044,   1.2352713154191
         462, 0.016258152382289,  -7.8622560081672,  -8.2491646312918,   -8.491203112239,  -7.6162109646832,  -11.672605560851,  0.07015913367047,   1.2352852684478
         463, 0.016257017773707,  -7.8821581533058,  -8.2779861460038,  -8.5177657730757,  -7.6500856154877,  -11.654552346189,  0.07022654532893,   1.2352995845781
         464, 0.016255737255914,  -7.9040381611323,  -8.3069380405565,   -8.541808097167,  -7.6854213356701,  -11.637989440267, 0.070289636317339,   1.2353154510608
         465, 0.016254422122318,  -7.9273959216216,  -8.3363499900901,  -8.5643215589492,  -7.7216446218125,  -11.622439905044, 0.070347735324402,   1.2353328795278
         466, 0.016253195522484,  -7.9519463729927,  -8.3662306157705,   -8.586458783536,  -7.7587930027671,  -11.607886499479, 0.070400400335724,   1.2353514682631
         467, 0.016251857521368,  -7.9773008139526,  -8.3697861464844,  -8.6087130935907,  -7.7965660260867,  -11.593988592666, 0.070447513728499,   1.2353708982076
         468,  0.01625110906823,  -8.0025882550206,  -8.4260106052534,  -8.6286412015266,  -7.8332733227355,  -11.581042292907, 0.070489262418873,   1.2353908935757
         469, 0.016250548202128,  -8.0288357068049,  -8.4566637508347,  -8.6584033530225,  -7.8722700173781,  -11.568585668228, 0.070526078193471,   1.2354113310008
         470, 0.016249346541401,  -8.0545138170393,  -8.4857546138598,   -8.685935686492,  -7.9095217490299,  -11.556405829723, 0.070558511155382,   1.2354320738503
         471, 0.016248278885593,  -8.0800251218135,  -8.5133358624264,  -8.7130745414807,  -7.9463206425124,  -11.544420713277, 0.070587129536414,   1.2354529877847
         472, 0.016247078008457,   -8.105127577819,  -8.5388811746841,  -8.7407868853253,  -7.9821156131079,  -11.532600314019, 0.070612486072176,   1.2354738520937
         473,   0.0162459157827,  -8.1297396135371,  -8.5618679284348,   -8.767328846533,  -8.0168138985564,  -11.520962116463, 0.070635094404353,   1.2354943676036
         474, 0.016244711995789,  -8.1538020044605,  -8.5819742736269,  -8.7924155307412,  -8.0502949323961,  -11.509573587666, 0.070655414511031,     1.23551420035
         475, 0.016243533720588,  -8.1772859099021,  -8.5990812154904,  -8.8157360306386,  -8.0824896262196,  -11.498533967804, 0.070673844465105,   1.2355330318608
         476, 0.016242328222222,  -8.2001899400923,  -8.6132730498766,  -8.8369903621985,  -8.1133785480371,  -11.487944476836, 0.070690720392595,   1.2355506392642
         477,  0.01624103340795,  -8.2225406468378,  -8.6247695663525,  -8.8561237562525,   -8.143005386603,  -11.477878945939,  0.07070632187306,   1.2355669518094
         478, 0.016239793835073,  -8.2443802023328,  -8.6335381027538,  -8.8732625948614,  -8.1714607363445,  -11.468366157362, 0.070720875138483,   1.2355820412742
         479,    0.016239235125,  -8.2657542546333,  -8.6364609651068,  -8.8884110793967,  -8.1988490741741,  -11.457524984354, 0.070735646324959,   1.2356008468524
         480, 0.016238763719335,   -8.287196862705,  -8.5676385370511,  -8.9066980200537,  -8.2279556236534,  -11.447783831045, 0.070748926457655,   1.2356145399587
         481, 0.016238363506224,  -8.3066916113232,  -8.5799481489951,  -8.8918314751505,  -8.2483468918733,   -11.43807975349, 0.070761253241785,   1.2356268885069
         482, 0.016237858037267,   -8.325925638624,  -8.6423572214554,  -8.9341841074076,  -8.2679550528266,  -11.428400519789, 0.070772823584625,   1.2356386304422
         483, 0.016237371262397,  -8.3485190732433,  -8.6583641762723,  -8.9339547038967,  -8.3050293569395,  -11.418679869118, 0.070783786640018,   1.2356500423935
         484, 0.016236873882474,  -8.3687725296265,  -8.6681192364058,  -8.9594631849154,  -8.3314100050919,  -11.408822868369, 0.070794134092111,   1.2356612140287
         485, 0.016236289423868,  -8.3885971484748,  -8.6767354283058,  -8.9749616300083,  -8.3571241738269,  -11.398739121016, 0.070803835441706,   1.2356720377565
         486, 0.016235864930185,  -8.4081400835702,   -8.685436356539,  -8.9888681438406,  -8.3824132806686,  -11.388350102359, 0.070812876510859,   1.2356823068659
         487, 0.016236057352459,  -8.4274446784637,  -8.6944124990989,  -9.0028836935044,  -8.4075536724836,  -11.376719440304, 0.070821447137396,   1.2356924707704
         488, 0.016236326257669,  -8.4465834748001,  -8.7034011149395,   -9.020346323737,  -8.4340230339507,  -11.364665306414, 0.070829329041967,   1.2357021778412
         489,  0.01623654475102,  -8.4654612685383,  -8.7123690585873,  -9.0362870560746,  -8.4595525711266,  -11.352001275992, 0.070836460705439,   1.2357112239133
         490, 0.016236642989817,  -8.4842037268021,  -8.7217891989854,  -9.0516520366241,  -8.4854142036166,  -11.338749285996, 0.070842948632205,   1.2357195460785
         491, 0.016236860449187,  -8.5026643036479,  -8.7317816492978,  -9.0667341524383,  -8.5111358523378,   -11.32569576543, 0.070848891546543,   1.2357272535224
         492,  0.01623709205071,  -8.5208236567653,  -8.7415341477827,  -9.0818876355342,  -8.5365798566398,  -11.311941732829, 0.070854334906287,   1.2357345175639
         493,  0.01623725862753,  -8.5386965511245,  -8.7510237155249,  -9.0969325658434,   -8.561714974003,  -11.297622405422, 0.070859296534037,   1.2357414056387
         494, 0.016237366690909,  -8.5562499293745,  -8.7601724268532,   -9.111555762968,  -8.5863284054413,  -11.282782688685, 0.070863795997925,   1.2357478971897
         495, 0.016237461042339,  -8.5734722331869,  -8.7688818319212,   -9.125625313857,  -8.6102844566615,  -11.267504056153, 0.070867868522247,   1.2357539735558
         496, 0.016237826167002,  -8.5903728504796,   -8.777053543925,  -9.1391015178016,  -8.6335255375878,  -11.251910789969, 0.070871559756633,   1.2357596580891
         497,   0.0162380602751,  -8.6069623699461,  -8.7842191663716,  -9.1519401305393,  -8.6559931043474,  -11.236377253133, 0.070874912752839,    1.235764991141
         498, 0.016238306741483,  -8.6232513533288,  -8.7908413931824,  -9.1639637939026,  -8.6776066034229,  -11.220531212833, 0.070877968716557,   1.2357700153495
         499,    0.016238455782,  -8.6392334814189,  -8.7328868149433,  -9.1654252776616,  -8.6980227810293,    -11.2048735339, 0.070880761498407,   1.2357747676475
         500, 0.016238692383234,  -8.6533740682118,  -8.7831833878322,  -9.1714442361223,  -8.7052192011785,   -11.18964356265, 0.070883318228966,   1.2357792448349
         501, 0.016238898505976,  -8.6695619902488,  -8.7593745775078,   -9.159657396734,  -8.7296864558539,  -11.175127556138, 0.070885666473403,   1.2357834602368
         502, 0.016239226988072,  -8.6822951976579,  -8.7764550632092,  -9.1157330124757,  -8.7294315287923,  -11.161130806538, 0.070887830199173,   1.2357874086688
         503, 0.016239433676587,  -8.6953891076135,  -8.8073328282872,  -9.2053731015159,  -8.7314419953725,  -11.148153915764,  0.07088982960945,    1.235791071466
         504,  0.01623971950495,  -8.7144980345117,  -8.8153276116864,  -9.1992677901551,  -8.7834883481741,  -11.136317996361, 0.070891683311478,   1.2357944409158
         505, 0.016239967278656,  -8.7290780009701,  -8.8197503087934,  -9.2238521649012,  -8.7997770784723,  -11.125775412244, 0.070893404519452,    1.235797500973
         506, 0.016240240140039,   -8.743435983398,   -8.823006527462,  -9.2340163835111,    -8.81609141449,  -11.116675956046,  0.07089500291582,   1.2358002265413
         507, 0.016240482653543,  -8.7573287974846,  -8.8258181580753,  -9.2419456990878,  -8.8294057875161,  -11.109141418436, 0.070896486560286,   1.2358025906812
         508,  0.01624051502947,  -8.7709681795268,  -8.8283715137255,   -9.249181538093,  -8.8417396600379,   -11.10327054538, 0.070897862073294,   1.2358045660873
         509, 0.016240756470588,  -8.7843595637939,  -8.8307530346135,  -9.2559972706717,   -8.853145575052,  -11.099147488918, 0.070899134366953,   1.2358061242055
         510, 0.016240950782779,  -8.7975182492702,  -8.8330380693822,   -9.262576616905,  -8.8637563337773,  -11.096843932095, 0.070900306952266,    1.235807235837
         511, 0.016241836628906,  -8.8104556299804,  -8.8352878943826,   -9.268905314024,  -8.8736719746081,  -11.096319621009,  0.07090148521484,   1.2358081904263
         512,   0.0162427851423,  -8.8235120428988,  -8.8375577481215,  -9.2771831587472,  -8.8867623222729,  -11.097684469079, 0.070902439470251,   1.2358084321277
         513, 0.016243662603113,  -8.8360961524909,  -8.8398315468653,  -9.2827851951289,  -8.8967849262088,  -11.100970969112, 0.070903233455646,   1.2358079529398
         514, 0.016244693209709,  -8.8484688886567,  -8.8422588320128,  -9.2878833174882,  -8.9056097541512,  -11.106177111195, 0.070903952498442,   1.2358068319058
         515, 0.016245610399225,  -8.8606958406621,   -8.844883097395,  -9.2927676169385,  -8.9138739057764,  -11.113247963369, 0.070904625053854,   1.2358051553111
         516, 0.016246507288201,  -8.8728261803177,  -8.8477086590608,  -9.2972810375496,  -8.9220885153541,  -11.122065650678, 0.070905236720883,   1.2358029487781
         517, 0.016247385212355,  -8.8848836592142,  -8.8507368755295,  -9.3014012820263,  -8.9304297976424,    -11.1324380598, 0.070905767948588,   1.2358001799963
         518, 0.016250400077071,  -8.8968939126878,  -8.8539588013043,  -9.3051170504706,  -8.9390094105285,  -11.144086306048, 0.070906211775368,   1.2357968044842
         519, 0.016251270861538,  -8.9088902313345,  -8.8573489296707,  -9.3083948120249,  -8.9479766189062,  -11.156632915693, 0.070906573003386,   1.2357927991412
         520, 0.016252179399232,  -8.9209088714574,  -8.8608720065334,  -9.3112266070581,  -8.9575004520468,  -11.169594518956, 0.070906861506316,   1.2357881667912
